Ref_Date,GEO,TRAFFIC,Vector,Coordinate,Value
2014,"Stratford Municipal, Ontario","Total, passenger sector",v65781425,6082.4,x
2015,"Stratford Municipal, Ontario","Total, passenger sector",v65781425,6082.4,x
2010,"Stratford Municipal, Ontario",Domestic sector,v65781426,6082.5,0.0
2011,"Stratford Municipal, Ontario",Domestic sector,v65781426,6082.5,0.0
2012,"Stratford Municipal, Ontario",Domestic sector,v65781426,6082.5,0.0
2013,"Stratford Municipal, Ontario",Domestic sector,v65781426,6082.5,0.0
2014,"Stratford Municipal, Ontario",Domestic sector,v65781426,6082.5,0.0
2015,"Stratford Municipal, Ontario",Domestic sector,v65781426,6082.5,0.0
2010,"Stratford Municipal, Ontario",Transborder sector,v65781427,6082.6,x
2011,"Stratford Municipal, Ontario",Transborder sector,v65781427,6082.6,x
2012,"Stratford Municipal, Ontario",Transborder sector,v65781427,6082.6,x
2013,"Stratford Municipal, Ontario",Transborder sector,v65781427,6082.6,x
2014,"Stratford Municipal, Ontario",Transborder sector,v65781427,6082.6,x
2015,"Stratford Municipal, Ontario",Transborder sector,v65781427,6082.6,x
2010,"Stratford Municipal, Ontario",Other International sector,v65781428,6082.7,0.0
2011,"Stratford Municipal, Ontario",Other International sector,v65781428,6082.7,0.0
2012,"Stratford Municipal, Ontario",Other International sector,v65781428,6082.7,0.0
2013,"Stratford Municipal, Ontario",Other International sector,v65781428,6082.7,0.0
2014,"Stratford Municipal, Ontario",Other International sector,v65781428,6082.7,0.0
2015,"Stratford Municipal, Ontario",Other International sector,v65781428,6082.7,0.0
2010,"Stratford Municipal, Ontario",Passenger flights,v65781429,6082.8,x
2011,"Stratford Municipal, Ontario",Passenger flights,v65781429,6082.8,x
2012,"Stratford Municipal, Ontario",Passenger flights,v65781429,6082.8,x
2013,"Stratford Municipal, Ontario",Passenger flights,v65781429,6082.8,x
2014,"Stratford Municipal, Ontario",Passenger flights,v65781429,6082.8,x
2015,"Stratford Municipal, Ontario",Passenger flights,v65781429,6082.8,x
2010,"Sudbury, Ontario","Total, passengers enplaned and deplaned",v65779750,179.1,189941.0
2011,"Sudbury, Ontario","Total, passengers enplaned and deplaned",v65779750,179.1,221561.0
2012,"Sudbury, Ontario","Total, passengers enplaned and deplaned",v65779750,179.1,255665.0
2013,"Sudbury, Ontario","Total, passengers enplaned and deplaned",v65779750,179.1,249256.0
2014,"Sudbury, Ontario","Total, passengers enplaned and deplaned",v65779750,179.1,232880.0
2015,"Sudbury, Ontario","Total, passengers enplaned and deplaned",v65779750,179.1,229010.0
2010,"Sudbury, Ontario",Passengers enplaned,v65779751,179.2,94952.0
2011,"Sudbury, Ontario",Passengers enplaned,v65779751,179.2,110955.0
2012,"Sudbury, Ontario",Passengers enplaned,v65779751,179.2,128160.0
2013,"Sudbury, Ontario",Passengers enplaned,v65779751,179.2,124730.0
2014,"Sudbury, Ontario",Passengers enplaned,v65779751,179.2,116781.0
2015,"Sudbury, Ontario",Passengers enplaned,v65779751,179.2,115114.0
2010,"Sudbury, Ontario",Passengers deplaned,v65779752,179.3,94989.0
2011,"Sudbury, Ontario",Passengers deplaned,v65779752,179.3,110606.0
2012,"Sudbury, Ontario",Passengers deplaned,v65779752,179.3,127505.0
2013,"Sudbury, Ontario",Passengers deplaned,v65779752,179.3,124526.0
2014,"Sudbury, Ontario",Passengers deplaned,v65779752,179.3,116099.0
2015,"Sudbury, Ontario",Passengers deplaned,v65779752,179.3,113896.0
2010,"Sudbury, Ontario","Total, passenger sector",v65779753,179.4,189941.0
2011,"Sudbury, Ontario","Total, passenger sector",v65779753,179.4,221561.0
2012,"Sudbury, Ontario","Total, passenger sector",v65779753,179.4,255665.0
2013,"Sudbury, Ontario","Total, passenger sector",v65779753,179.4,249256.0
2014,"Sudbury, Ontario","Total, passenger sector",v65779753,179.4,232880.0
2015,"Sudbury, Ontario","Total, passenger sector",v65779753,179.4,229010.0
2010,"Sudbury, Ontario",Domestic sector,v65779754,179.5,187286.0
2011,"Sudbury, Ontario",Domestic sector,v65779754,179.5,x
2012,"Sudbury, Ontario",Domestic sector,v65779754,179.5,x
2013,"Sudbury, Ontario",Domestic sector,v65779754,179.5,x
2014,"Sudbury, Ontario",Domestic sector,v65779754,179.5,x
2015,"Sudbury, Ontario",Domestic sector,v65779754,179.5,x
2010,"Sudbury, Ontario",Transborder sector,v65779755,179.6,8.0
2011,"Sudbury, Ontario",Transborder sector,v65779755,179.6,x
2012,"Sudbury, Ontario",Transborder sector,v65779755,179.6,x
2013,"Sudbury, Ontario",Transborder sector,v65779755,179.6,x
2014,"Sudbury, Ontario",Transborder sector,v65779755,179.6,x
2015,"Sudbury, Ontario",Transborder sector,v65779755,179.6,x
2010,"Sudbury, Ontario",Other International sector,v65779756,179.7,2647.0
2011,"Sudbury, Ontario",Other International sector,v65779756,179.7,x
2012,"Sudbury, Ontario",Other International sector,v65779756,179.7,x
2013,"Sudbury, Ontario",Other International sector,v65779756,179.7,0.0
2014,"Sudbury, Ontario",Other International sector,v65779756,179.7,0.0
2015,"Sudbury, Ontario",Other International sector,v65779756,179.7,0.0
2010,"Sudbury, Ontario",Passenger flights,v65779757,179.8,11902.0
2011,"Sudbury, Ontario",Passenger flights,v65779757,179.8,12709.0
2012,"Sudbury, Ontario",Passenger flights,v65779757,179.8,11924.0
2013,"Sudbury, Ontario",Passenger flights,v65779757,179.8,11766.0
2014,"Sudbury, Ontario",Passenger flights,v65779757,179.8,9585.0
2015,"Sudbury, Ontario",Passenger flights,v65779757,179.8,9191.0
2010,"Summer Beaver, Ontario","Total, passengers enplaned and deplaned",v65781182,5355.1,x
2011,"Summer Beaver, Ontario","Total, passengers enplaned and deplaned",v65781182,5355.1,x
2012,"Summer Beaver, Ontario","Total, passengers enplaned and deplaned",v65781182,5355.1,x
2013,"Summer Beaver, Ontario","Total, passengers enplaned and deplaned",v65781182,5355.1,x
2014,"Summer Beaver, Ontario","Total, passengers enplaned and deplaned",v65781182,5355.1,x
2015,"Summer Beaver, Ontario","Total, passengers enplaned and deplaned",v65781182,5355.1,x
2010,"Summer Beaver, Ontario",Passengers enplaned,v65781183,5355.2,x
2011,"Summer Beaver, Ontario",Passengers enplaned,v65781183,5355.2,x
2012,"Summer Beaver, Ontario",Passengers enplaned,v65781183,5355.2,x
2013,"Summer Beaver, Ontario",Passengers enplaned,v65781183,5355.2,x
2014,"Summer Beaver, Ontario",Passengers enplaned,v65781183,5355.2,x
2015,"Summer Beaver, Ontario",Passengers enplaned,v65781183,5355.2,x
2010,"Summer Beaver, Ontario",Passengers deplaned,v65781184,5355.3,x
2011,"Summer Beaver, Ontario",Passengers deplaned,v65781184,5355.3,x
2012,"Summer Beaver, Ontario",Passengers deplaned,v65781184,5355.3,x
2013,"Summer Beaver, Ontario",Passengers deplaned,v65781184,5355.3,x
2014,"Summer Beaver, Ontario",Passengers deplaned,v65781184,5355.3,x
2015,"Summer Beaver, Ontario",Passengers deplaned,v65781184,5355.3,x
2010,"Summer Beaver, Ontario","Total, passenger sector",v65781185,5355.4,x
2011,"Summer Beaver, Ontario","Total, passenger sector",v65781185,5355.4,x
2012,"Summer Beaver, Ontario","Total, passenger sector",v65781185,5355.4,x
2013,"Summer Beaver, Ontario","Total, passenger sector",v65781185,5355.4,x
2014,"Summer Beaver, Ontario","Total, passenger sector",v65781185,5355.4,x
2015,"Summer Beaver, Ontario","Total, passenger sector",v65781185,5355.4,x
2010,"Summer Beaver, Ontario",Domestic sector,v65781186,5355.5,x
2011,"Summer Beaver, Ontario",Domestic sector,v65781186,5355.5,x
2012,"Summer Beaver, Ontario",Domestic sector,v65781186,5355.5,x
2013,"Summer Beaver, Ontario",Domestic sector,v65781186,5355.5,x
2014,"Summer Beaver, Ontario",Domestic sector,v65781186,5355.5,x
2015,"Summer Beaver, Ontario",Domestic sector,v65781186,5355.5,x
2010,"Summer Beaver, Ontario",Transborder sector,v65781187,5355.6,0.0
2011,"Summer Beaver, Ontario",Transborder sector,v65781187,5355.6,0.0
2012,"Summer Beaver, Ontario",Transborder sector,v65781187,5355.6,0.0
2013,"Summer Beaver, Ontario",Transborder sector,v65781187,5355.6,0.0
2014,"Summer Beaver, Ontario",Transborder sector,v65781187,5355.6,0.0
2015,"Summer Beaver, Ontario",Transborder sector,v65781187,5355.6,0.0
2010,"Summer Beaver, Ontario",Other International sector,v65781188,5355.7,0.0
2011,"Summer Beaver, Ontario",Other International sector,v65781188,5355.7,0.0
2012,"Summer Beaver, Ontario",Other International sector,v65781188,5355.7,0.0
2013,"Summer Beaver, Ontario",Other International sector,v65781188,5355.7,0.0
2014,"Summer Beaver, Ontario",Other International sector,v65781188,5355.7,0.0
2015,"Summer Beaver, Ontario",Other International sector,v65781188,5355.7,0.0
2010,"Summer Beaver, Ontario",Passenger flights,v65781189,5355.8,x
2011,"Summer Beaver, Ontario",Passenger flights,v65781189,5355.8,x
2012,"Summer Beaver, Ontario",Passenger flights,v65781189,5355.8,x
2013,"Summer Beaver, Ontario",Passenger flights,v65781189,5355.8,x
2014,"Summer Beaver, Ontario",Passenger flights,v65781189,5355.8,x
2015,"Summer Beaver, Ontario",Passenger flights,v65781189,5355.8,x
2010,"Thunder Bay, Ontario","Total, passengers enplaned and deplaned",v65779742,178.1,660408.0
2011,"Thunder Bay, Ontario","Total, passengers enplaned and deplaned",v65779742,178.1,688836.0
2012,"Thunder Bay, Ontario","Total, passengers enplaned and deplaned",v65779742,178.1,725359.0
2013,"Thunder Bay, Ontario","Total, passengers enplaned and deplaned",v65779742,178.1,742192.0
2014,"Thunder Bay, Ontario","Total, passengers enplaned and deplaned",v65779742,178.1,739028.0
2015,"Thunder Bay, Ontario","Total, passengers enplaned and deplaned",v65779742,178.1,732136.0
2010,"Thunder Bay, Ontario",Passengers enplaned,v65779743,178.2,331320.0
2011,"Thunder Bay, Ontario",Passengers enplaned,v65779743,178.2,347896.0
2012,"Thunder Bay, Ontario",Passengers enplaned,v65779743,178.2,364528.0
2013,"Thunder Bay, Ontario",Passengers enplaned,v65779743,178.2,372585.0
2014,"Thunder Bay, Ontario",Passengers enplaned,v65779743,178.2,370228.0
2015,"Thunder Bay, Ontario",Passengers enplaned,v65779743,178.2,365757.0
2010,"Thunder Bay, Ontario",Passengers deplaned,v65779744,178.3,329088.0
2011,"Thunder Bay, Ontario",Passengers deplaned,v65779744,178.3,340940.0
2012,"Thunder Bay, Ontario",Passengers deplaned,v65779744,178.3,360831.0
2013,"Thunder Bay, Ontario",Passengers deplaned,v65779744,178.3,369607.0
2014,"Thunder Bay, Ontario",Passengers deplaned,v65779744,178.3,368800.0
2015,"Thunder Bay, Ontario",Passengers deplaned,v65779744,178.3,366379.0
2010,"Thunder Bay, Ontario","Total, passenger sector",v65779745,178.4,660408.0
2011,"Thunder Bay, Ontario","Total, passenger sector",v65779745,178.4,688836.0
2012,"Thunder Bay, Ontario","Total, passenger sector",v65779745,178.4,725359.0
2013,"Thunder Bay, Ontario","Total, passenger sector",v65779745,178.4,742192.0
2014,"Thunder Bay, Ontario","Total, passenger sector",v65779745,178.4,739028.0
2015,"Thunder Bay, Ontario","Total, passenger sector",v65779745,178.4,732136.0
2010,"Thunder Bay, Ontario",Domestic sector,v65779746,178.5,639528.0
2011,"Thunder Bay, Ontario",Domestic sector,v65779746,178.5,675871.0
2012,"Thunder Bay, Ontario",Domestic sector,v65779746,178.5,710117.0
2013,"Thunder Bay, Ontario",Domestic sector,v65779746,178.5,709259.0
2014,"Thunder Bay, Ontario",Domestic sector,v65779746,178.5,x
2015,"Thunder Bay, Ontario",Domestic sector,v65779746,178.5,x
2010,"Thunder Bay, Ontario",Transborder sector,v65779747,178.6,15462.0
2011,"Thunder Bay, Ontario",Transborder sector,v65779747,178.6,x
2012,"Thunder Bay, Ontario",Transborder sector,v65779747,178.6,x
2013,"Thunder Bay, Ontario",Transborder sector,v65779747,178.6,x
2014,"Thunder Bay, Ontario",Transborder sector,v65779747,178.6,x
2015,"Thunder Bay, Ontario",Transborder sector,v65779747,178.6,x
2010,"Thunder Bay, Ontario",Other International sector,v65779748,178.7,5418.0
2011,"Thunder Bay, Ontario",Other International sector,v65779748,178.7,x
2012,"Thunder Bay, Ontario",Other International sector,v65779748,178.7,x
2013,"Thunder Bay, Ontario",Other International sector,v65779748,178.7,x
2014,"Thunder Bay, Ontario",Other International sector,v65779748,178.7,x
2015,"Thunder Bay, Ontario",Other International sector,v65779748,178.7,x
2010,"Thunder Bay, Ontario",Passenger flights,v65779749,178.8,24582.0
2011,"Thunder Bay, Ontario",Passenger flights,v65779749,178.8,27550.0
2012,"Thunder Bay, Ontario",Passenger flights,v65779749,178.8,27601.0
2013,"Thunder Bay, Ontario",Passenger flights,v65779749,178.8,28138.0
2014,"Thunder Bay, Ontario",Passenger flights,v65779749,178.8,26656.0
2015,"Thunder Bay, Ontario",Passenger flights,v65779749,178.8,26934.0
2010,"Timmins, Ontario","Total, passengers enplaned and deplaned",v65779758,180.1,127895.0
2011,"Timmins, Ontario","Total, passengers enplaned and deplaned",v65779758,180.1,139964.0
2012,"Timmins, Ontario","Total, passengers enplaned and deplaned",v65779758,180.1,205537.0
2013,"Timmins, Ontario","Total, passengers enplaned and deplaned",v65779758,180.1,207132.0
2014,"Timmins, Ontario","Total, passengers enplaned and deplaned",v65779758,180.1,210448.0
2015,"Timmins, Ontario","Total, passengers enplaned and deplaned",v65779758,180.1,210831.0
2010,"Timmins, Ontario",Passengers enplaned,v65779759,180.2,64451.0
2011,"Timmins, Ontario",Passengers enplaned,v65779759,180.2,70466.0
2012,"Timmins, Ontario",Passengers enplaned,v65779759,180.2,103959.0
2013,"Timmins, Ontario",Passengers enplaned,v65779759,180.2,104095.0
2014,"Timmins, Ontario",Passengers enplaned,v65779759,180.2,105791.0
2015,"Timmins, Ontario",Passengers enplaned,v65779759,180.2,106016.0
2010,"Timmins, Ontario",Passengers deplaned,v65779760,180.3,63444.0
2011,"Timmins, Ontario",Passengers deplaned,v65779760,180.3,69498.0
2012,"Timmins, Ontario",Passengers deplaned,v65779760,180.3,101578.0
2013,"Timmins, Ontario",Passengers deplaned,v65779760,180.3,103037.0
2014,"Timmins, Ontario",Passengers deplaned,v65779760,180.3,104657.0
2015,"Timmins, Ontario",Passengers deplaned,v65779760,180.3,104815.0
2010,"Timmins, Ontario","Total, passenger sector",v65779761,180.4,127895.0
2011,"Timmins, Ontario","Total, passenger sector",v65779761,180.4,139964.0
2012,"Timmins, Ontario","Total, passenger sector",v65779761,180.4,205537.0
2013,"Timmins, Ontario","Total, passenger sector",v65779761,180.4,207132.0
2014,"Timmins, Ontario","Total, passenger sector",v65779761,180.4,210448.0
2015,"Timmins, Ontario","Total, passenger sector",v65779761,180.4,210831.0
2010,"Timmins, Ontario",Domestic sector,v65779762,180.5,127895.0
2011,"Timmins, Ontario",Domestic sector,v65779762,180.5,139964.0
2012,"Timmins, Ontario",Domestic sector,v65779762,180.5,205537.0
2013,"Timmins, Ontario",Domestic sector,v65779762,180.5,207132.0
2014,"Timmins, Ontario",Domestic sector,v65779762,180.5,210448.0
2015,"Timmins, Ontario",Domestic sector,v65779762,180.5,210831.0
2010,"Timmins, Ontario",Transborder sector,v65779763,180.6,0.0
2011,"Timmins, Ontario",Transborder sector,v65779763,180.6,0.0
2012,"Timmins, Ontario",Transborder sector,v65779763,180.6,0.0
2013,"Timmins, Ontario",Transborder sector,v65779763,180.6,0.0
2014,"Timmins, Ontario",Transborder sector,v65779763,180.6,0.0
2015,"Timmins, Ontario",Transborder sector,v65779763,180.6,0.0
2010,"Timmins, Ontario",Other International sector,v65779764,180.7,0.0
2011,"Timmins, Ontario",Other International sector,v65779764,180.7,0.0
2012,"Timmins, Ontario",Other International sector,v65779764,180.7,0.0
2013,"Timmins, Ontario",Other International sector,v65779764,180.7,0.0
2014,"Timmins, Ontario",Other International sector,v65779764,180.7,0.0
2015,"Timmins, Ontario",Other International sector,v65779764,180.7,0.0
2010,"Timmins, Ontario",Passenger flights,v65779765,180.8,8304.0
2011,"Timmins, Ontario",Passenger flights,v65779765,180.8,8458.0
2012,"Timmins, Ontario",Passenger flights,v65779765,180.8,9932.0
2013,"Timmins, Ontario",Passenger flights,v65779765,180.8,10543.0
2014,"Timmins, Ontario",Passenger flights,v65779765,180.8,9916.0
2015,"Timmins, Ontario",Passenger flights,v65779765,180.8,10030.0
2010,"Toronto/Billy Bishop Toronto City, Ontario","Total, passengers enplaned and deplaned",v65779622,162.1,x
2011,"Toronto/Billy Bishop Toronto City, Ontario","Total, passengers enplaned and deplaned",v65779622,162.1,x
2012,"Toronto/Billy Bishop Toronto City, Ontario","Total, passengers enplaned and deplaned",v65779622,162.1,x
2013,"Toronto/Billy Bishop Toronto City, Ontario","Total, passengers enplaned and deplaned",v65779622,162.1,x
2014,"Toronto/Billy Bishop Toronto City, Ontario","Total, passengers enplaned and deplaned",v65779622,162.1,x
2015,"Toronto/Billy Bishop Toronto City, Ontario","Total, passengers enplaned and deplaned",v65779622,162.1,x
2010,"Toronto/Billy Bishop Toronto City, Ontario",Passengers enplaned,v65779623,162.2,x
2011,"Toronto/Billy Bishop Toronto City, Ontario",Passengers enplaned,v65779623,162.2,x
2012,"Toronto/Billy Bishop Toronto City, Ontario",Passengers enplaned,v65779623,162.2,x
2013,"Toronto/Billy Bishop Toronto City, Ontario",Passengers enplaned,v65779623,162.2,x
2014,"Toronto/Billy Bishop Toronto City, Ontario",Passengers enplaned,v65779623,162.2,x
2015,"Toronto/Billy Bishop Toronto City, Ontario",Passengers enplaned,v65779623,162.2,x
2010,"Toronto/Billy Bishop Toronto City, Ontario",Passengers deplaned,v65779624,162.3,x
2011,"Toronto/Billy Bishop Toronto City, Ontario",Passengers deplaned,v65779624,162.3,x
2012,"Toronto/Billy Bishop Toronto City, Ontario",Passengers deplaned,v65779624,162.3,x
2013,"Toronto/Billy Bishop Toronto City, Ontario",Passengers deplaned,v65779624,162.3,x
2014,"Toronto/Billy Bishop Toronto City, Ontario",Passengers deplaned,v65779624,162.3,x
2015,"Toronto/Billy Bishop Toronto City, Ontario",Passengers deplaned,v65779624,162.3,x
2010,"Toronto/Billy Bishop Toronto City, Ontario","Total, passenger sector",v65779625,162.4,x
2011,"Toronto/Billy Bishop Toronto City, Ontario","Total, passenger sector",v65779625,162.4,x
2012,"Toronto/Billy Bishop Toronto City, Ontario","Total, passenger sector",v65779625,162.4,x
2013,"Toronto/Billy Bishop Toronto City, Ontario","Total, passenger sector",v65779625,162.4,x
2014,"Toronto/Billy Bishop Toronto City, Ontario","Total, passenger sector",v65779625,162.4,x
2015,"Toronto/Billy Bishop Toronto City, Ontario","Total, passenger sector",v65779625,162.4,x
2010,"Toronto/Billy Bishop Toronto City, Ontario",Domestic sector,v65779626,162.5,x
2011,"Toronto/Billy Bishop Toronto City, Ontario",Domestic sector,v65779626,162.5,x
2012,"Toronto/Billy Bishop Toronto City, Ontario",Domestic sector,v65779626,162.5,x
2013,"Toronto/Billy Bishop Toronto City, Ontario",Domestic sector,v65779626,162.5,x
2014,"Toronto/Billy Bishop Toronto City, Ontario",Domestic sector,v65779626,162.5,x
2015,"Toronto/Billy Bishop Toronto City, Ontario",Domestic sector,v65779626,162.5,x
2010,"Toronto/Billy Bishop Toronto City, Ontario",Transborder sector,v65779627,162.6,x
2011,"Toronto/Billy Bishop Toronto City, Ontario",Transborder sector,v65779627,162.6,x
2012,"Toronto/Billy Bishop Toronto City, Ontario",Transborder sector,v65779627,162.6,x
2013,"Toronto/Billy Bishop Toronto City, Ontario",Transborder sector,v65779627,162.6,x
2014,"Toronto/Billy Bishop Toronto City, Ontario",Transborder sector,v65779627,162.6,x
2015,"Toronto/Billy Bishop Toronto City, Ontario",Transborder sector,v65779627,162.6,x
2010,"Toronto/Billy Bishop Toronto City, Ontario",Other International sector,v65779628,162.7,x
2011,"Toronto/Billy Bishop Toronto City, Ontario",Other International sector,v65779628,162.7,0.0
2012,"Toronto/Billy Bishop Toronto City, Ontario",Other International sector,v65779628,162.7,0.0
2013,"Toronto/Billy Bishop Toronto City, Ontario",Other International sector,v65779628,162.7,0.0
2014,"Toronto/Billy Bishop Toronto City, Ontario",Other International sector,v65779628,162.7,0.0
2015,"Toronto/Billy Bishop Toronto City, Ontario",Other International sector,v65779628,162.7,0.0
2010,"Toronto/Billy Bishop Toronto City, Ontario",Passenger flights,v65779629,162.8,35435.0
2011,"Toronto/Billy Bishop Toronto City, Ontario",Passenger flights,v65779629,162.8,48994.0
2012,"Toronto/Billy Bishop Toronto City, Ontario",Passenger flights,v65779629,162.8,58647.0
2013,"Toronto/Billy Bishop Toronto City, Ontario",Passenger flights,v65779629,162.8,58696.0
2014,"Toronto/Billy Bishop Toronto City, Ontario",Passenger flights,v65779629,162.8,58446.0
2015,"Toronto/Billy Bishop Toronto City, Ontario",Passenger flights,v65779629,162.8,58539.0
2010,"Toronto/Buttonville Municipal, Ontario","Total, passengers enplaned and deplaned",v65778566,12.1,x
2011,"Toronto/Buttonville Municipal, Ontario","Total, passengers enplaned and deplaned",v65778566,12.1,x
2012,"Toronto/Buttonville Municipal, Ontario","Total, passengers enplaned and deplaned",v65778566,12.1,0.0
2013,"Toronto/Buttonville Municipal, Ontario","Total, passengers enplaned and deplaned",v65778566,12.1,x
2014,"Toronto/Buttonville Municipal, Ontario","Total, passengers enplaned and deplaned",v65778566,12.1,x
2015,"Toronto/Buttonville Municipal, Ontario","Total, passengers enplaned and deplaned",v65778566,12.1,x
2010,"Toronto/Buttonville Municipal, Ontario",Passengers enplaned,v65778567,12.2,x
2011,"Toronto/Buttonville Municipal, Ontario",Passengers enplaned,v65778567,12.2,x
2012,"Toronto/Buttonville Municipal, Ontario",Passengers enplaned,v65778567,12.2,0.0
2013,"Toronto/Buttonville Municipal, Ontario",Passengers enplaned,v65778567,12.2,x
2014,"Toronto/Buttonville Municipal, Ontario",Passengers enplaned,v65778567,12.2,x
2015,"Toronto/Buttonville Municipal, Ontario",Passengers enplaned,v65778567,12.2,x
2010,"Toronto/Buttonville Municipal, Ontario",Passengers deplaned,v65778568,12.3,x
2011,"Toronto/Buttonville Municipal, Ontario",Passengers deplaned,v65778568,12.3,0.0
2012,"Toronto/Buttonville Municipal, Ontario",Passengers deplaned,v65778568,12.3,0.0
2013,"Toronto/Buttonville Municipal, Ontario",Passengers deplaned,v65778568,12.3,x
2014,"Toronto/Buttonville Municipal, Ontario",Passengers deplaned,v65778568,12.3,x
2015,"Toronto/Buttonville Municipal, Ontario",Passengers deplaned,v65778568,12.3,x
2010,"Toronto/Buttonville Municipal, Ontario","Total, passenger sector",v65778569,12.4,x
2011,"Toronto/Buttonville Municipal, Ontario","Total, passenger sector",v65778569,12.4,x
2012,"Toronto/Buttonville Municipal, Ontario","Total, passenger sector",v65778569,12.4,0.0
2013,"Toronto/Buttonville Municipal, Ontario","Total, passenger sector",v65778569,12.4,x
2014,"Toronto/Buttonville Municipal, Ontario","Total, passenger sector",v65778569,12.4,x
2015,"Toronto/Buttonville Municipal, Ontario","Total, passenger sector",v65778569,12.4,x
2010,"Toronto/Buttonville Municipal, Ontario",Domestic sector,v65778570,12.5,0.0
2011,"Toronto/Buttonville Municipal, Ontario",Domestic sector,v65778570,12.5,0.0
2012,"Toronto/Buttonville Municipal, Ontario",Domestic sector,v65778570,12.5,0.0
2013,"Toronto/Buttonville Municipal, Ontario",Domestic sector,v65778570,12.5,x
2014,"Toronto/Buttonville Municipal, Ontario",Domestic sector,v65778570,12.5,x
2015,"Toronto/Buttonville Municipal, Ontario",Domestic sector,v65778570,12.5,x
2010,"Toronto/Buttonville Municipal, Ontario",Transborder sector,v65778571,12.6,x
2011,"Toronto/Buttonville Municipal, Ontario",Transborder sector,v65778571,12.6,x
2012,"Toronto/Buttonville Municipal, Ontario",Transborder sector,v65778571,12.6,0.0
2013,"Toronto/Buttonville Municipal, Ontario",Transborder sector,v65778571,12.6,x
2014,"Toronto/Buttonville Municipal, Ontario",Transborder sector,v65778571,12.6,x
2015,"Toronto/Buttonville Municipal, Ontario",Transborder sector,v65778571,12.6,x
2010,"Toronto/Buttonville Municipal, Ontario",Other International sector,v65778572,12.7,0.0
2011,"Toronto/Buttonville Municipal, Ontario",Other International sector,v65778572,12.7,0.0
2012,"Toronto/Buttonville Municipal, Ontario",Other International sector,v65778572,12.7,0.0
2013,"Toronto/Buttonville Municipal, Ontario",Other International sector,v65778572,12.7,0.0
2014,"Toronto/Buttonville Municipal, Ontario",Other International sector,v65778572,12.7,x
2015,"Toronto/Buttonville Municipal, Ontario",Other International sector,v65778572,12.7,x
2010,"Toronto/Buttonville Municipal, Ontario",Passenger flights,v65778573,12.8,x
2011,"Toronto/Buttonville Municipal, Ontario",Passenger flights,v65778573,12.8,x
2012,"Toronto/Buttonville Municipal, Ontario",Passenger flights,v65778573,12.8,x
2013,"Toronto/Buttonville Municipal, Ontario",Passenger flights,v65778573,12.8,x
2014,"Toronto/Buttonville Municipal, Ontario",Passenger flights,v65778573,12.8,x
2015,"Toronto/Buttonville Municipal, Ontario",Passenger flights,v65778573,12.8,x
2010,"Toronto/Downsview, Ontario","Total, passengers enplaned and deplaned",v65781334,5619.1,0.0
2011,"Toronto/Downsview, Ontario","Total, passengers enplaned and deplaned",v65781334,5619.1,x
2012,"Toronto/Downsview, Ontario","Total, passengers enplaned and deplaned",v65781334,5619.1,x
2013,"Toronto/Downsview, Ontario","Total, passengers enplaned and deplaned",v65781334,5619.1,x
2014,"Toronto/Downsview, Ontario","Total, passengers enplaned and deplaned",v65781334,5619.1,..
2015,"Toronto/Downsview, Ontario","Total, passengers enplaned and deplaned",v65781334,5619.1,..
2010,"Toronto/Downsview, Ontario",Passengers enplaned,v65781335,5619.2,0.0
2011,"Toronto/Downsview, Ontario",Passengers enplaned,v65781335,5619.2,x
2012,"Toronto/Downsview, Ontario",Passengers enplaned,v65781335,5619.2,x
2013,"Toronto/Downsview, Ontario",Passengers enplaned,v65781335,5619.2,x
2014,"Toronto/Downsview, Ontario",Passengers enplaned,v65781335,5619.2,..
2015,"Toronto/Downsview, Ontario",Passengers enplaned,v65781335,5619.2,..
2010,"Toronto/Downsview, Ontario",Passengers deplaned,v65781336,5619.3,0.0
2011,"Toronto/Downsview, Ontario",Passengers deplaned,v65781336,5619.3,x
2012,"Toronto/Downsview, Ontario",Passengers deplaned,v65781336,5619.3,x
2013,"Toronto/Downsview, Ontario",Passengers deplaned,v65781336,5619.3,x
2014,"Toronto/Downsview, Ontario",Passengers deplaned,v65781336,5619.3,..
2015,"Toronto/Downsview, Ontario",Passengers deplaned,v65781336,5619.3,..
2010,"Toronto/Downsview, Ontario","Total, passenger sector",v65781337,5619.4,0.0
2011,"Toronto/Downsview, Ontario","Total, passenger sector",v65781337,5619.4,x
2012,"Toronto/Downsview, Ontario","Total, passenger sector",v65781337,5619.4,x
2013,"Toronto/Downsview, Ontario","Total, passenger sector",v65781337,5619.4,x
2014,"Toronto/Downsview, Ontario","Total, passenger sector",v65781337,5619.4,..
2015,"Toronto/Downsview, Ontario","Total, passenger sector",v65781337,5619.4,..
2010,"Toronto/Downsview, Ontario",Domestic sector,v65781338,5619.5,0.0
2011,"Toronto/Downsview, Ontario",Domestic sector,v65781338,5619.5,x
2012,"Toronto/Downsview, Ontario",Domestic sector,v65781338,5619.5,x
2013,"Toronto/Downsview, Ontario",Domestic sector,v65781338,5619.5,x
2014,"Toronto/Downsview, Ontario",Domestic sector,v65781338,5619.5,..
2015,"Toronto/Downsview, Ontario",Domestic sector,v65781338,5619.5,..
2010,"Toronto/Downsview, Ontario",Transborder sector,v65781339,5619.6,0.0
2011,"Toronto/Downsview, Ontario",Transborder sector,v65781339,5619.6,x
